FrameID, Prepare, Placement, Opacity, Upload, Render, Total
479, 1111, 480, 22, 73, 7854, 9543
480, 910, 1750, 1612, 479, 7180, 11934
481, 831, 536, 29, 96, 7652, 9147
482, 882, 1741, 7073, 327, 10161, 20187
483, 738, 425, 18, 69, 7543, 8794
484, 904, 1778, 1584, 474, 7238, 11980
485, 874, 565, 33, 87, 7750, 9310
486, 865, 1916, 1656, 434, 7196, 12068
487, 872, 553, 31, 94, 7614, 9166
488, 906, 1756, 1541, 475, 7174, 11853
489, 928, 745, 32, 268, 7465, 9440
490, 898, 1730, 1694, 465, 7326, 12115
491, 909, 564, 692, 480, 8414, 11062
492, 1560, 1843, 2045, 521, 9843, 15815
493, 848, 471, 23, 144, 8863, 10350
494, 957, 1693, 1934, 515, 10036, 15137
495, 960, 450, 17, 295, 9241, 10964
496, 951, 1935, 1899, 601, 8510, 13898
497, 933, 575, 26, 85, 9160, 10781
498, 999, 1977, 2356, 506, 8509, 14349
499, 943, 566, 27, 83, 8889, 10510
500, 943, 1843, 1956, 583, 8539, 13867
501, 1061, 694, 32, 86, 9189, 11063
502, 760, 1929, 1970, 337, 8843, 13841
503, 743, 451, 14, 95, 9351, 10656
504, 762, 130, 10, 93, 9260, 10258
505, 1170, 1581, 2164, 488, 8996, 14401
506, 957, 544, 44, 233, 8912, 10691
507, 919, 2080, 1913, 545, 8528, 13987
508, 936, 552, 23, 85, 9350, 10947
509, 1053, 1894, 1911, 536, 9020, 14417
510, 945, 531, 39, 89, 9057, 10664
511, 906, 1929, 1892, 597, 8527, 13852
512, 952, 559, 26, 84, 8984, 10608
513, 889, 2059, 3071, 530, 8989, 15541
514, 923, 447, 16, 83, 9630, 11101
515, 991, 1942, 2548, 527, 9355, 15364
516, 1229, 904, 38, 98, 9629, 11900
517, 948, 1928, 1926, 543, 8581, 13929
518, 1159, 478, 45, 90, 9422, 11195
519, 993, 1973, 3978, 624, 9241, 16810
520, 978, 459, 25, 85, 8670, 10218
521, 907, 2257, 2495, 554, 8654, 14869
522, 889, 554, 31, 161, 8988, 10625
523, 779, 2153, 2353, 431, 8551, 14269
524, 830, 530, 29, 110, 9085, 10586
525, 897, 2061, 1937, 515, 8500, 13912
526, 887, 551, 31, 89, 9048, 10608
527, 972, 2078, 1901, 402, 8582, 13937
528, 839, 562, 32, 98, 9122, 10655
529, 910, 2027, 1933, 365, 8649, 13887
530, 874, 529, 26, 97, 9175, 10703
531, 1300, 1613, 1890, 521, 9584, 14909
532, 924, 714, 33, 271, 9035, 10979
533, 922, 1910, 1880, 515, 10107, 15336
534, 948, 587, 34, 222, 9076, 10869
535, 924, 1930, 2187, 548, 9271, 14862
536, 1199, 681, 244, 495, 9377, 11999
537, 1014, 2052, 2087, 617, 8810, 14583
538, 934, 555, 27, 83, 9277, 10878
539, 927, 1954, 1884, 523, 9162, 14452
540, 910, 634, 26, 89, 9074, 10735
541, 1065, 1920, 1836, 544, 8669, 14036
542, 936, 557, 26, 82, 9079, 10681
543, 890, 1988, 2003, 540, 8648, 14070
544, 1256, 496, 24, 83, 8949, 10809
545, 960, 1935, 2228, 584, 8685, 14393
546, 929, 570, 25, 86, 9142, 10754
547, 990, 1872, 53, 147, 8755, 11819
548, 990, 136, 70, 304, 8848, 10350
549, 959, 140, 10, 349, 9015, 10476
550, 942, 142, 36, 221, 8964, 10307
551, 948, 137, 36, 201, 9677, 11002
552, 966, 370, 17, 179, 8799, 10333
553, 998, 144, 43, 173, 9121, 10481
