FrameID, Prepare, Placement, Opacity, Upload, Reproject, Symbol, Render, Total
819, 1755, 0, 0, 3827, 217, 995, 1953, 8747
820, 3236, 0, 0, 2367, 227, 973, 1922, 8726
821, 2230, 0, 0, 2198, 227, 1222, 1864, 7741
822, 2217, 0, 0, 3429, 218, 982, 1921, 8768
823, 2022, 0, 0, 3568, 225, 995, 2041, 8853
824, 1895, 0, 0, 3775, 219, 1300, 2196, 9386
825, 2320, 0, 0, 2881, 217, 990, 1924, 8332
826, 2080, 0, 0, 3531, 210, 1028, 2129, 8979
827, 2576, 0, 0, 3155, 209, 969, 1995, 8904
828, 2124, 0, 0, 3558, 277, 1656, 2193, 9809
829, 2496, 0, 0, 2781, 233, 1158, 2019, 8687
830, 2089, 0, 0, 3588, 307, 1094, 2089, 9168
831, 2756, 0, 0, 2470, 295, 1345, 2411, 9278
832, 3347, 0, 0, 1544, 245, 1241, 2215, 8594
833, 2351, 0, 0, 2593, 232, 1764, 1959, 8899
834, 2097, 0, 0, 1762, 223, 1095, 2255, 7434
835, 1906, 0, 0, 3218, 201, 978, 1969, 8272
836, 2407, 0, 0, 2535, 198, 960, 1687, 7789
837, 1795, 0, 0, 3438, 199, 1035, 1898, 8366
838, 1946, 0, 0, 3275, 200, 1156, 1832, 8410
839, 2154, 0, 0, 3167, 201, 1160, 1881, 8564
840, 1973, 0, 0, 3312, 199, 1013, 1984, 8482
841, 2454, 0, 0, 2193, 198, 1029, 2047, 7923
842, 2260, 0, 0, 5564, 232, 1980, 8449, 18486
843, 1537, 0, 0, 4717, 197, 1787, 4019, 12258
844, 2060, 0, 0, 5474, 334, 1567, 2797, 12232
845, 1859, 0, 0, 4598, 420, 1431, 3160, 11469
846, 2256, 0, 0, 5678, 583, 1906, 2831, 13255
847, 1815, 0, 0, 3261, 462, 1172, 2990, 9700
848, 1857, 0, 0, 4757, 465, 1258, 3418, 11756
849, 2148, 0, 0, 5796, 512, 2850, 5609, 16915
850, 1957, 0, 0, 2962, 523, 1040, 2767, 9251
851, 1979, 0, 0, 6509, 670, 5742, 2912, 17812
852, 1681, 0, 0, 4389, 663, 2144, 3276, 12155
853, 1925, 0, 0, 4568, 743, 1409, 2876, 11523
854, 2014, 0, 0, 4570, 831, 1533, 2846, 11795
855, 2006, 0, 0, 4517, 652, 1441, 3216, 11834
856, 2214, 0, 0, 5704, 724, 3622, 6330, 18596
857, 1734, 0, 0, 5246, 1287, 4165, 3419, 15853
858, 1674, 0, 0, 4273, 889, 2378, 3140, 12355
859, 1824, 0, 0, 1611, 1233, 2007, 2875, 9550
860, 2011, 0, 0, 4466, 880, 1603, 2951, 11913
861, 2053, 0, 0, 4177, 886, 1878, 2909, 11904
862, 2013, 0, 0, 4516, 887, 1758, 3234, 12408
863, 2629, 0, 0, 3652, 929, 2058, 3068, 12337
864, 2012, 0, 0, 4449, 864, 1712, 2932, 11970
865, 2814, 0, 0, 3503, 872, 1866, 3417, 12474
866, 2779, 0, 0, 3659, 900, 1947, 2927, 12213
867, 2045, 0, 0, 4219, 870, 1690, 3419, 12244
868, 2498, 0, 0, 3719, 950, 1839, 3164, 12171
869, 2267, 0, 0, 3836, 1083, 1894, 3476, 12556
870, 2628, 0, 0, 3335, 1121, 2173, 3280, 12538
871, 2184, 0, 0, 3545, 899, 1716, 2716, 11061
872, 1927, 0, 0, 2767, 913, 1955, 3368, 10931
873, 2779, 0, 0, 3120, 1141, 2168, 2908, 12118
874, 2147, 0, 0, 3939, 876, 1740, 3527, 12230
875, 2466, 0, 0, 3661, 998, 1727, 3211, 12065
876, 2235, 0, 0, 3715, 1039, 1768, 3003, 11762
877, 2306, 0, 0, 3485, 951, 1954, 3379, 12076
878, 2332, 0, 0, 3560, 679, 938, 1942, 9453
879, 3009, 0, 0, 1368, 588, 754, 1929, 7649
880, 3429, 0, 0, 4233, 611, 1209, 16196, 25679
881, 1657, 0, 0, 3054, 593, 768, 4596, 10669
882, 1642, 0, 0, 2952, 613, 955, 1880, 8043
883, 2479, 0, 0, 1889, 1179, 1218, 2054, 8819
884, 2541, 0, 0, 2011, 577, 754, 1917, 7801
885, 2073, 0, 0, 1250, 593, 1000, 3577, 8493
886, 2402, 0, 0, 2394, 582, 962, 1938, 8280
887, 1945, 0, 0, 2597, 611, 751, 1953, 7857
888, 1925, 0, 0, 2694, 603, 796, 2136, 8155
