FrameID, Prepare, Placement, Opacity, Upload, Render, Total
404, 979, 126, 12, 409, 8313, 9841
405, 974, 123, 12, 375, 8364, 9850
406, 1041, 117, 73, 246, 8448, 9927
407, 842, 6359, 1553, 414, 8391, 17560
408, 759, 95, 39, 134, 7577, 8606
409, 1142, 245, 12, 154, 7675, 9230
410, 871, 119, 11, 116, 7739, 8857
411, 1143, 106, 11, 93, 7652, 9007
412, 1012, 117, 11, 266, 7521, 8929
413, 878, 118, 36, 265, 7630, 8929
414, 868, 122, 38, 165, 7781, 8976
415, 857, 117, 11, 133, 7764, 8884
416, 868, 119, 11, 105, 7710, 8815
417, 850, 121, 41, 189, 7778, 8981
418, 988, 117, 11, 273, 7560, 8952
419, 844, 118, 38, 254, 7648, 8904
420, 807, 116, 11, 116, 7814, 8866
421, 1003, 120, 11, 102, 7745, 8984
422, 903, 122, 11, 111, 7836, 8986
423, 869, 120, 11, 353, 7672, 9026
424, 1165, 106, 11, 248, 7438, 8970
425, 851, 5600, 1778, 367, 7303, 15901
426, 861, 117, 11, 73, 7874, 8938
427, 700, 106, 9, 74, 7583, 8473
428, 913, 119, 9, 69, 7707, 8820
429, 948, 124, 13, 68, 8138, 9293
430, 933, 122, 11, 67, 7562, 8697
431, 836, 119, 11, 88, 7551, 8607
432, 789, 116, 11, 69, 7752, 8739
433, 909, 125, 12, 67, 8495, 9611
434, 905, 120, 20, 64, 7636, 8747
435, 846, 113, 11, 68, 7734, 8774
436, 840, 115, 11, 63, 7594, 8625
437, 1090, 102, 11, 54, 7512, 8770
438, 845, 120, 20, 67, 7833, 8887
439, 1012, 121, 12, 72, 7388, 8607
